Name,Handle,Timestamp,Verified,text,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Sagnik Ghosh,@sagnik_ghosh_11,2023-10-18T16:38:13.000Z,False,"Rolling out soon to Enterprises and will be slowly making it Generally Available to everyone on AWS.

Here's to making AI and Foundational Models safer and privacy friendly.",1,0,1,83,[],[],"['\\U0001f927', '\\U0001f389', '\\U0001f389', '\\U0001f927', '\\U0001f389', '\\U0001f927', '\\U0001f389', '\\U0001f927', '\\U0001f389']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1714682303622918167,tweet_id:1714682303622918167
Sagnik Ghosh,@sagnik_ghosh_11,2023-10-16T20:32:32.000Z,False,Here’s to building Safe Enterprise Grade AI Models for Businesses of all sizes.,0,0,2,45,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1714016497440633200,tweet_id:1714016497440633200
Sagnik Ghosh,@sagnik_ghosh_11,2023-10-07T10:25:36.000Z,False,"Just signed up for Microsoft Office 365 for  Team…….
Got to say….Below par experience  ",1,0,0,44,[],"['@WorqHat', '@Office', '@Microsoft']","['\\U0001f972', '\\U0001f972', '\\U0001f972']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1710602265516749000,tweet_id:1710602265516749000
Sagnik Ghosh,@sagnik_ghosh_11,2023-08-13T10:27:14.000Z,False,"Customer support at  showed the audacity of some spoiled youngsters treating us like their personal slaves. 

It's high time we all learned to value and respect each other. If you can't do that, it's time for a reality check and understand what you bring to society. ",0,0,2,46,[],['@WorqHat'],"['\\U0001f937\\U0001f3fb', '\\U0001f937\\U0001f3fb']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1690671346651672576,tweet_id:1690671346651672576
Sagnik Ghosh,@sagnik_ghosh_11,2023-07-03T13:15:15.000Z,False,"Major win for the day….

Literally saw one of our customers go from Ideation to a working ai product in 10mins with  apis…

Proud moment Very very proud",1,0,4,109,[],['@WorqHat'],"['\\U0001f927', '\\U0001f927', '\\U0001f927', '\\U0001f927', '\\U0001f927', '\\U0001f927']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1675855727007793152,tweet_id:1675855727007793152
Sagnik Ghosh,@sagnik_ghosh_11,2023-06-07T10:59:32.000Z,False,"Lesson for college students ...

If you get 7 days to study for a exams, Study for all 7 days..",0,0,2,56,[],[],"['\\U0001f62d', '\\U0001f972', '\\U0001f972', '\\U0001f972', '\\U0001f44d\\U0001f3fb', '\\U0001f44d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1666399486414053376,tweet_id:1666399486414053376
Sagnik Ghosh,@sagnik_ghosh_11,2023-05-29T10:44:12.000Z,False,"With a capability of handling over 100,000 words in a single request allowing users to define larger Content while interacting WorqHat AiConV2 models are more powerful Exciting times ahead and we can't wait to see what comes next  #Growth #apis #GenAI #developers",0,0,1,84,"['#Growth', '#apis', '#GenAI', '#developers']",['@WorqHat'],"['\\U0001f4aa', '\\U0001f4aa']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1663134135135924224,tweet_id:1663134135135924224
Sagnik Ghosh,@sagnik_ghosh_11,2023-05-27T08:35:31.000Z,False,"Anddddd we are #hiring again.. Looking for some amazing devs to join the WorqHat team where we work on building No Code Spaces and Plug and Play APIs for Complex AI models.

Apply now at https://careers.worqhat.com/jobs/Technology/0… or send us an email at careers@worqhat.com...

See you all soonnn!!!!",0,0,1,89,['#hiring'],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1662376979314909184,tweet_id:1662376979314909184
WorqHat,@WorqHat,2023-05-25T08:34:48.000Z,False," Proud and thrilled to witness the remarkable progress of our V3 Image Models!  We're here for all the milestones... from tinkering with the code to getting the right colour palettes, to seeing that amazing output quality!  #worqhat #AI #ImageGeneration #Breakthroughs",0,1,2,77,"['#worqhat', '#AI', '#ImageGeneration', '#Breakthroughs']",[],"['\\U0001f389', '\\U0001f3a8', '\\u2728']",https://pbs.twimg.com/profile_images/1613247695455674370/Jb-Nke5r_x96.jpg,https://twitter.com/WorqHat/status/1661652019881607168,tweet_id:1661652019881607168
Sagnik Ghosh,@sagnik_ghosh_11,2023-05-10T03:16:16.000Z,False,Time to build your own AI applications using WorqHat AI.....Lesssgoooo !!!!,0,0,0,47,[],[],"['\\U0001f4aa', '\\U0001f680', '\\U0001f680', '\\U0001f680']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1656136040804151298,tweet_id:1656136040804151298
Sagnik Ghosh,@sagnik_ghosh_11,2023-03-12T12:10:49.000Z,False,We just added Conversational Capabilities to our AiCon Language Model. This introduces a hands-free approach to content creation and allows users to speak their commands and have them processed by the model. Try it out on your own at http://playground.worqhat.app #GenerativeAI #worqhat,0,0,1,60,"['#GenerativeAI', '#worqhat']",[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1634889680637538304,tweet_id:1634889680637538304
WorqHat,@WorqHat,2023-03-09T19:09:37.000Z,False,"Introducing WorqBot AI. With its advanced AiCon model, it can generate texts and images through conversation. Say goodbye to writer's block & design dilemmas and hello to endless possibilities. And the best part? You can now access the early release at http://playground.worqhat.app.",0,1,0,72,[],[],[],https://pbs.twimg.com/profile_images/1613247695455674370/Jb-Nke5r_x96.jpg,https://twitter.com/WorqHat/status/1633907913214529537,tweet_id:1633907913214529537
Sagnik Ghosh,@sagnik_ghosh_11,2023-02-27T12:39:15.000Z,False,"When it comes to creating content, we always had a soft spot for those who put their heart and soul into it. So for easy access to all the information, content, and images they need at their fingertips, we built our own content generators.https://join.worqhat.com/waitlist",2,0,0,45,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1630185795352162305,tweet_id:1630185795352162305
Sagnik Ghosh,@sagnik_ghosh_11,2023-02-27T12:39:16.000Z,False,"We wanted to bring the powers of Conversational AI to content generation while building workspaces. Our model is based on the Transformer Neural Network Architecture with a dataset of 1.80T words. But at the same time, we ensure the responses are fast and sensible...",1,0,0,52,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1630185798816657409,tweet_id:1630185798816657409
Sagnik Ghosh,@sagnik_ghosh_11,2023-02-27T12:39:17.000Z,False,"We can't wait to see what you build with WorqBot, your Personal Co-pilot for your daily tasks.",1,0,0,41,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1630185803208065024,tweet_id:1630185803208065024
WorqHat,@WorqHat,2023-01-27T17:16:00.000Z,False,We are over the moon to share the news that our Co-Founder and CTO has been recognized as one of India's 42 Top CTOs! Check out the full list here: https://cto.br.media/meet-indias-42-top-ctos-in-the-education-space/…. A huge congratulations to all the other amazing CTOs on the list! #topCTOs #startups #innovation  #worqhat,0,1,2,85,"['#topCTOs', '#startups', '#innovation', '#worqhat']",[],[],https://pbs.twimg.com/profile_images/1613247695455674370/Jb-Nke5r_x96.jpg,https://twitter.com/WorqHat/status/1619021417319919617,tweet_id:1619021417319919617
Sagnik Ghosh,@sagnik_ghosh_11,2023-01-22T11:22:16.000Z,False,"Startup Lessons you can learn from the life of a cat. A thread:

#1 Always land on your feet, just like a cat. No matter how many times you fail, you gotta keep going.",1,0,1,119,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1617120457479839745,tweet_id:1617120457479839745
Sagnik Ghosh,@sagnik_ghosh_11,2023-01-22T11:22:36.000Z,False,#6 Always be mysterious. Keep your cards close to your chest and let people wonder what you're up to.,1,0,1,46,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1617120543395966977,tweet_id:1617120543395966977
Sagnik Ghosh,@sagnik_ghosh_11,2023-01-22T11:22:42.000Z,False,"#7 Always be a fighter. No matter what, never give up and always find a way to make it through.",0,0,1,34,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1617120569186713604,tweet_id:1617120569186713604
Sagnik Ghosh,@sagnik_ghosh_11,2022-12-08T21:18:54.000Z,False,"Our journey  in 90 seconds. 

From building a prototype for testing, to getting backed by some of the biggest names in the industry like Stripe, Seedstars and Amazon. 

And now.... we are so close to launching our public beta. And we can't wait to see how you guys use it!",3,0,8,0,[],['@WorqHat'],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1600963152531054593,tweet_id:1600963152531054593
Sagnik Ghosh,@sagnik_ghosh_11,2022-12-08T21:18:55.000Z,False,"With , now you can build all kinds of Internal tools and Customer Dashboards for your Startup/Org in hours without having any Dev time. You can sign up for the waitlist using the link in Bio. 

Visit https://worqhat.com to join the waitlist.",0,0,0,0,[],['@worqhat'],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1600963157920714753,tweet_id:1600963157920714753
Sagnik Ghosh,@sagnik_ghosh_11,2022-11-27T19:39:55.000Z,False,"Building a startup at this time is difficult, especially for founders in their early 20s. But if you are building one, know that you are a cockroach and the best way to navigate winter both in the literal and funding sense is - 'Keep yourself in the line of fire.! Just keep going",0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1596951976763609088,tweet_id:1596951976763609088
Sagnik Ghosh,@sagnik_ghosh_11,2022-11-07T12:29:59.000Z,False,"I don't know about you, but I'm feeling like 24 hours in a day doesn't feel like enough time to do all the things I need to do.",0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1589596022938140674,tweet_id:1589596022938140674
Sagnik Ghosh,@sagnik_ghosh_11,2022-10-29T16:06:41.000Z,False,"Firestore finally has a stable function to recursively delete all the Subcollections in a Document. Explained in thread..

Comment on other ways to delete Subcollections within Documents recursively... Would love to hear from you all!#javascript #GoogleCloud #firebase #Coding",1,2,3,0,"['#javascript', '#GoogleCloud', '#firebase', '#Coding']",[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1586389066349973509,tweet_id:1586389066349973509
Sagnik Ghosh,@sagnik_ghosh_11,2022-10-29T16:06:42.000Z,False,"The recursiveDelete() method uses a BulkWriter instance with default settings to perform the deletes. To customize throttling rates or add success/error callbacks, create a custom BulkWriter Instance.",1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1586389068870733829,tweet_id:1586389068870733829
Sagnik Ghosh,@sagnik_ghosh_11,2022-10-29T16:06:42.000Z,False,"Note: This is a relatively new feature, so you must ensure your Firebase libraries are updated.",0,0,1,0,[],[],"['\\u2b50', '\\u2b50']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1586389070967869440,tweet_id:1586389070967869440
Sagnik Ghosh,@sagnik_ghosh_11,2022-10-02T12:23:00.000Z,False,6000+ crowd....Stories of  and lots of fun....Amazing event  #startupstories #startups #entrepreneur #Entrepreneurship #publicspeaking,0,0,5,0,"['#startupstories', '#startups', '#entrepreneur', '#Entrepreneurship', '#publicspeaking']","['@WorqHat', '@MITWPUOfficial']",[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1576548302338035712,tweet_id:1576548302338035712
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-29T13:45:12.000Z,False,Just realised that Mario has differently coloured mustache and hair,0,0,1,0,[],[],"['\\U0001f937\\U0001f3fb\\u200d\\u2642\\ufe0f', '\\U0001f937\\U0001f3fb\\u200d\\u2642\\ufe0f']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1575481823122976768,tweet_id:1575481823122976768
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-27T22:42:12.000Z,False,"If you haven't yet.....

Google ""nasa dart"" and scroll down a bit....",0,0,2,0,[],[],['\\U0001f64a'],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1574892189296906241,tweet_id:1574892189296906241
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-27T21:59:46.000Z,False,Good Morning and Good Afternoon are like greetings but Goodnight is supposed to be like a GoodbyeThe math isn't mathing..,0,0,1,0,[],[],"['\\U0001f928', '\\U0001f928', '\\U0001f644']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1574881509072195585,tweet_id:1574881509072195585
Sanket Nangare,@Sanket39nangare,2022-09-24T05:48:09.000Z,False,An great event GCD 2022.#CCDPune#CCDPune2022#gdgcloudpune  @AniketY82587008 ,0,2,4,0,"['#CCDPune', '#CCDPune2022', '#gdgcloudpune']","['@sagnik_ghosh_11', '@KetakiMankar']",[],https://pbs.twimg.com/profile_images/1318244128535109633/OMHsBGtr_x96.jpg,https://twitter.com/Sanket39nangare/status/1573549830009286656,tweet_id:1573549830009286656
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-24T04:52:18.000Z,False,#CCDPune #CCDPune2022 #gdgcloudpune,0,0,6,0,"['#CCDPune', '#CCDPune2022', '#gdgcloudpune']",[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1573535774296838144,tweet_id:1573535774296838144
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-21T20:54:33.000Z,False,That moment when you get felicitated by your college for being a mentor for the students.#RIDEthewave   #mentors #startup #startupindia,0,1,4,0,"['#RIDEthewave', '#mentors', '#startup', '#startupindia']","['@ride_mitwpu', '@MITWPUOfficial']",[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1572690772096602114,tweet_id:1572690772096602114
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-17T20:15:01.000Z,False,"""target"" refers to the DOM element that triggers an event. Otherwise, ""currentTarget"" refers to the DOM element that the event listener is listening to.",0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1571231269907992577,tweet_id:1571231269907992577
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-17T14:41:27.000Z,False,Planning product releases are the best part of building a startup...,0,0,4,0,[],[],"['\\U0001f60c', '\\U0001f60c']",https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1571147326332489728,tweet_id:1571147326332489728
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-12T18:25:24.000Z,False,Let the week planning begin,0,0,3,0,[],[],['\\U0001fae1'],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1569391745481478145,tweet_id:1569391745481478145
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-09T15:37:37.000Z,False,It was an immense pleasure to have been a Speaker at the C-Workshop that was conducted by -School of Computer Engineering and Technology for the BTech CSE - SY Students. #workshop #Coding #freshersguide22 #programminglanguages,2,0,4,0,"['#workshop', '#Coding', '#freshersguide22', '#programminglanguages']",['@MITWPUOfficial'],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1568262355125170176,tweet_id:1568262355125170176
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-09T06:56:51.000Z,False,"« Python, JavaScript …», it’s important to mention your skills but it won’t differentiate your CV from others.

Your story will. 

Have you done any personal project? How? What were the difficulties, how did you overcome them?#Coding #javascript #freshersguide22 #programming",0,0,6,0,"['#Coding', '#javascript', '#freshersguide22', '#programming']",[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1568131300338585601,tweet_id:1568131300338585601
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-08T09:47:26.000Z,False,"For technical rounds, train yourself on  or .

During the round, your code matters but explanations on it counts even more, don’t hesitate to explain loudly what you're doing, and why you're doing that way.#interview #placement #coding #freshers #javascript",1,1,6,0,"['#interview', '#placement', '#coding', '#freshers', '#javascript']","['@Leetcode', '@hackerrank']",[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1567811842638254081,tweet_id:1567811842638254081
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-07T22:27:55.000Z,False,"Often we use math.floor, math.ceil and math.round for eliminating decimals. 

Instead of using them use “~~” to eliminate decimals for a value.

It is also helpful in increasing performance when it comes to micro optimizations in a code.#javascript #codinglife #programming",0,1,7,0,"['#javascript', '#codinglife', '#programming']",[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1567640837181546497,tweet_id:1567640837181546497
Sagnik Ghosh,@sagnik_ghosh_11,2022-09-05T17:32:55.000Z,False,"Stop Optimizing your code in the First Go.

- First Solve the Problem

- Then divide the problem into multiple steps, and try to optimize each step independently

- Then combine them to get the optimized solution.#programming #Coding #beginners",0,1,3,0,"['#programming', '#Coding', '#beginners']",[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1566841823259402240,tweet_id:1566841823259402240
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-28T18:34:55.000Z,False,"I'd have to say that leadership is an art and Rohit Sharma is the artist ( ). I mean, it's not like the only thing that matters is whether or not the leader is performing on the field—although it's certainly nice when they are!",1,0,3,0,[],['@ImRo45'],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1563958321048350720,tweet_id:1563958321048350720
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-28T18:34:55.000Z,False,"A good leader should be able to gather together a group of people who share their goals and make sure those goals are aligned with the needs of the team.
Congrats to Rohit Sharma ()  on being First Captain to win 13 Successive T20Is#INDvsPAK #IndianCricketTeam",0,0,2,0,"['#INDvsPAK', '#IndianCricketTeam']",['@ImRo45'],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1563958323137085441,tweet_id:1563958323137085441
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-28T04:47:48.000Z,False,"Troubles of Building Internal Tools (A thread)
Me: ‘Can I have access to the admin? I need to add and edit some customer records”

Dev: ‘Hmm, not a good idea. Let me do it for you. But now it’s not a good time.’

Me: ‘…’

Have you ever had this kind of discussion?",1,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1563750172190208000,tweet_id:1563750172190208000
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-28T04:47:50.000Z,False,"After having conducted 300+ user interviews, we are introducing WorqHat - the first-of-its-kind no-code platform to build your internal tools and set up automations and workflows with your own business logic.",1,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1563750178838151168,tweet_id:1563750178838151168
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-28T04:47:50.000Z,False,Sign up here to get early access to our beta! https://worqhat.com#business #team #software #nocode #internaltools #workflows #automation #startups #startupgrowth #worqhat,0,0,1,0,"['#business', '#team', '#software', '#nocode', '#internaltools', '#workflows', '#automation', '#startups', '#startupgrowth', '#worqhat']",[],['\\U0001f449'],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1563750180977278977,tweet_id:1563750180977278977
Sagnik Ghosh,@sagnik_ghosh_11,2022-08-25T19:50:24.000Z,False,"Issue of Data Fragmentation in Industries: A thread 

I was dining with a senior management professional from a heavy fabrication industry today and we happened to discuss digitization and the process of automation in their day-to-day work.",1,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1581044052237045760/EZ2lKe_P_x96.jpg,https://twitter.com/sagnik_ghosh_11/status/1562890156142907392,tweet_id:1562890156142907392
